date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:12:39	61701/61701	---M-Z	200	added ('OK')	text/css	etag:%22f105-52db8abd98b39-gzip%22	https://plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex/includes/core/assets/css/libs/animate/animate.min.css?ver=4.9.5	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex/includes/core/assets/css/libs/animate/animate.min55fe.css	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:39	462257/462257	---M-Z	200	added ('OK')	text/css	etag:%2270db1-55781b29a817f-gzip%22	https://plethorathemes.com/healthflex/health-coach/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.2.1	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/plugins/js_composer/assets/css/js_composer.min7752.css	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:39	100570/100570	---M-Z	200	added ('OK')	text/css	etag:%22188da-52db8983112b9-gzip%22	https://plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex/assets/css/theme_custom_bootstrap.css?ver=4.9.5	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex/assets/css/theme_custom_bootstrap55fe.css	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:39	721/721	---M-Z	200	added ('OK')	text/css	etag:%222d1-562d3918813ff-gzip%22	https://plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex-child/style.css?ver=4.9.5	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex-child/style55fe.css	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:40	66756/66756	---M-Z	200	added ('OK')	text/css	etag:%22104c4-5692ca842411f-gzip%22	https://plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/css/jetpack.css?ver=6.0	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/css/jetpackf049.css	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:40	242061/242061	---M-Z	200	added ('OK')	text/css	etag:%223b18d-55781c8f6331f-gzip%22	https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/wp-less/healthflex/assets/less/style-5444320e80.css	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/uploads/wp-less/healthflex/assets/less/style-5444320e80.css	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:40	10056/10056	---M-Z	200	added ('OK')	application/javascript	etag:%222748-535ce953ec259-gzip%22	https://plethorathemes.com/healthflex/health-coach/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:41	97184/97184	---M-Z	200	added ('OK')	application/javascript	etag:%2217ba0-535ce954048f9-gzip%22	https://plethorathemes.com/healthflex/health-coach/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-includes/js/jquery/jqueryb8ff.js	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:41	15153/15153	---M-Z	200	added ('OK')	application/javascript	etag:%223b31-52db8abd9ba19-gzip%22	https://plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex/includes/core/assets/js/libs/modernizr/modernizr.custom.48287.js?ver=4.9.5	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex/includes/core/assets/js/libs/modernizr/modernizr.custom.4828755fe.js	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:41	992/992	---M-Z	200	added ('OK')	text/xml	date:Wed,%2002%20May%202018%2012:13:22%20GMT	https://plethorathemes.com/healthflex/health-coach/xmlrpc.php?rsd	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/xmlrpc0db0.php	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:42	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-4ed4bb6cc1200-gzip%22	https://plethorathemes.com/healthflex/health-coach/wp-includes/wlwmanifest.xml	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-includes/wlwmanifest.xml	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:42	2304/2304	---M--	200	added ('OK')	application/json	date:Wed,%2002%20May%202018%2012:13:23%20GMT	https://plethorathemes.com/healthflex/health-coach/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fplethorathemes.com%2Fhealthflex%2Fhealth-coach%2F	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-json/oembed/1.0/embeda8ad.json	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:43	2395/2395	---M-Z	200	added ('OK')	text/xml	date:Wed,%2002%20May%202018%2012:13:24%20GMT	https://plethorathemes.com/healthflex/health-coach/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fplethorathemes.com%2Fhealthflex%2Fhealth-coach%2F&format=xml	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-json/oembed/1.0/embed3907	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:43	132801/132801	---MC-	200	added ('OK')	application/json	date:Wed,%2002%20May%202018%2012:13:23%20GMT	https://plethorathemes.com/healthflex/health-coach/wp-json/	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-json/index.html	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:43	10361/10361	---M--	200	added ('OK')	image/png	etag:%22567fcd3214b33950%22	https://i1.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/healthcoach_logo_color.png?fit=529%2C100&ssl=1	C:/Users/antor/Desktop/web/markethealth.ml/i1.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/healthcoach_logo_color8706.png	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:44	39873/39873	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2012:01:25%20GMT	https://plethorathemes.com/healthflex/health-coach/about/	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/about/index.html	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:44	39292/39292	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2012:01:27%20GMT	https://plethorathemes.com/healthflex/health-coach/work-with-me/	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/work-with-me/index.html	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:45	26674/26674	---MC-	200	added ('OK')	application/json	date:Wed,%2002%20May%202018%2012:13:25%20GMT	https://plethorathemes.com/healthflex/health-coach/wp-json/tribe/events/v1/	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-json/tribe/events/v1/index.html	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:45	158104/158104	---M--	200	added ('OK')	image/jpeg	etag:%22e5e9b8acfb0ab411%22	https://i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/health-coach-1.jpg?fit=1600%2C928&ssl=1	C:/Users/antor/Desktop/web/markethealth.ml/i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/health-coach-1594e.jpg	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:45	41837/41837	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2012:01:29%20GMT	https://plethorathemes.com/healthflex/health-coach/success-stories/	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/success-stories/index.html	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:45	50282/50282	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2012:01:31%20GMT	https://plethorathemes.com/healthflex/health-coach/blog/	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/blog/index.html	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:46	118180/118180	---M--	200	added ('OK')	image/jpeg	etag:%224c61ad33b15b7366%22	https://i1.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/yoga-beach.jpg?fit=1600%2C791&ssl=1	C:/Users/antor/Desktop/web/markethealth.ml/i1.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/yoga-beach7710.jpg	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:46	39344/39344	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2012:01:34%20GMT	https://plethorathemes.com/healthflex/health-coach/connect/	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/connect/index.html	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:46	33567/33567	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2011:48:25%20GMT	https://plethorathemes.com/healthflex/health-coach/individual-session-service/	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/individual-session-service/index.html	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:46	148953/148953	---M--	200	added ('OK')	image/jpeg	etag:%22c086c9e013d53e36%22	https://i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/slider_2.jpg?fit=1200%2C800&ssl=1	C:/Users/antor/Desktop/web/markethealth.ml/i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/slider_22be3.jpg	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:46	119579/119579	---M--	200	added ('OK')	image/jpeg	etag:%2233457dfb12840232%22	https://i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/eating-donut.jpg?fit=1600%2C802&ssl=1	C:/Users/antor/Desktop/web/markethealth.ml/i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/eating-donutd9a1.jpg	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:47	39830/39830	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2012:01:30%20GMT	https://plethorathemes.com/healthflex/health-coach/category/recipes/	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/category/recipes/index.html	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:47	38390/38390	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2012:13:28%20GMT	https://plethorathemes.com/healthflex/health-coach/frequently-asked-questions/	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/frequently-asked-questions/index.html	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:47	2814/2814	---M--	200	added ('OK')	image/png	etag:%229e8161bd54e9902c%22	https://i1.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/heart-watch.png?fit=80%2C80&	C:/Users/antor/Desktop/web/markethealth.ml/i1.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/heart-watcha54c.png	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:48	36192/36192	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2012:01:34%20GMT	https://plethorathemes.com/healthflex/health-coach/events/	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/events/index.html	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:48	348/348	---M--	302	error ('Found')	text/html	date:Wed,%2002%20May%202018%2012:13:29%20GMT	http://plethorathemes.com/healthflex/health-coach/2016/03/01/how-to-deal-with-emotional-eating/	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/2016/03/01/how-to-deal-with-emotional-eating/index.html	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:48	2717/2717	---M--	200	added ('OK')	image/png	etag:%22f99d507761f8fee1%22	https://i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/yoga-1.png?fit=80%2C80&	C:/Users/antor/Desktop/web/markethealth.ml/i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/yoga-1a54c.png	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:49	2814/2814	---M--	200	added ('OK')	image/png	etag:%225d5d026abb17d5c7%22	https://i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/mountain-tops.png?fit=80%2C80&	C:/Users/antor/Desktop/web/markethealth.ml/i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/mountain-topsa54c.png	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:49	45690/45690	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2012:13:30%20GMT	https://plethorathemes.com/healthflex/health-coach/event/holistic-wellness-expo/	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/event/holistic-wellness-expo/index.html	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:49	1942/1942	---M--	200	added ('OK')	image/png	etag:%2257ffa4394532c000%22	https://i1.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/calendar.png?fit=80%2C80&	C:/Users/antor/Desktop/web/markethealth.ml/i1.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/calendara54c.png	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:50	67603/67603	---M--	200	added ('OK')	image/jpeg	etag:%222432e0cdbe1cb010%22	https://i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/success-story-person.jpg?fit=800%2C534&	C:/Users/antor/Desktop/web/markethealth.ml/i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/success-story-person4b26.jpg	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:51	7868/7868	---M--	200	added ('OK')	image/jpeg	etag:%22ec355884d018beed%22	https://i1.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/Comp_82455233.jpg?fit=512%2C341&	C:/Users/antor/Desktop/web/markethealth.ml/i1.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/Comp_8245523320ea.jpg	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:51	65712/65712	---M--	200	added ('OK')	image/jpeg	etag:%221246764d60f26289%22	https://i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/group-sessions.jpg?fit=800%2C533&	C:/Users/antor/Desktop/web/markethealth.ml/i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/group-sessions022c.jpg	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:52	109554/109554	---M--	200	added ('OK')	image/jpeg	etag:%22ac317758e4c40797%22	https://i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/wellness-events.jpg?fit=800%2C534&	C:/Users/antor/Desktop/web/markethealth.ml/i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/wellness-events4b26.jpg	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:53	109828/109828	---M--	200	added ('OK')	image/jpeg	etag:%22e9252c1674922329%22	https://i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/weight_loss.jpg?fit=860%2C600&	C:/Users/antor/Desktop/web/markethealth.ml/i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/weight_lossb739.jpg	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:54	41561/41561	---M--	200	added ('OK')	image/jpeg	etag:%22f39198db5228f555%22	https://i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/post_pregnancy.jpg?fit=700%2C438&	C:/Users/antor/Desktop/web/markethealth.ml/i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/post_pregnancy3d38.jpg	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:54	49696/49696	---M--	200	added ('OK')	image/jpeg	etag:%22d9419ae30ab97e63%22	https://i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/sports_diet.jpg?fit=850%2C352&	C:/Users/antor/Desktop/web/markethealth.ml/i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/sports_dietb041.jpg	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:55	141261/141261	---M--	200	added ('OK')	image/jpeg	etag:%22b3b3a5ba5d9d6821%22	https://i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/Working_Hours.jpg?fit=800%2C533&ssl=1	C:/Users/antor/Desktop/web/markethealth.ml/i0.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/Working_Hours3de9.jpg	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:56	6599/6599	---M--	200	added ('OK')	image/jpeg	etag:%2201ecaad5170b10f0%22	https://i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/eating-donut.jpg?resize=150%2C150&ssl=1	C:/Users/antor/Desktop/web/markethealth.ml/i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/eating-donut465b.jpg	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:56	17845/17845	---M--	200	added ('OK')	image/png	etag:%2245b5-52ce6459ef3f9%22	https://plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/healthcoach_logo_white_retina_h50.png	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/healthcoach_logo_white_retina_h50.png	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:56	7279/7279	---M--	200	added ('OK')	image/jpeg	etag:%22515d924bd92f8da2%22	https://i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/success-story-person.jpg?resize=150%2C150&ssl=1	C:/Users/antor/Desktop/web/markethealth.ml/i2.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/02/success-story-person465b.jpg	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:56	5793/5793	---M--	200	added ('OK')	image/jpeg	etag:%224b8611b8a8b03dad%22	https://i1.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/03/Mussels-Marinara-di-Amore.jpg?resize=150%2C150&ssl=1	C:/Users/antor/Desktop/web/markethealth.ml/i1.wp.com/plethorathemes.com/healthflex/health-coach/wp-content/uploads/sites/3/2016/03/Mussels-Marinara-di-Amore465b.jpg	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:57	32536/32536	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2012:13:38%20GMT	https://plethorathemes.com/healthflex/health-coach/pricing/	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/pricing/index.html	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:59	43229/43229	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2012:13:39%20GMT	https://plethorathemes.com/healthflex/health-coach/2016/03/01/weight-loss-fitness/	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/2016/03/01/weight-loss-fitness/index.html	(from https://plethorathemes.com/healthflex/health-coach/)
18:12:59	35643/35643	---M-Z	200	added ('OK')	text/html	date:Wed,%2002%20May%202018%2012:13:39%20GMT	https://plethorathemes.com/healthflex/health-coach/2016/03/01/mussels-marinara-di-amore/	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/2016/03/01/mussels-marinara-di-amore/index.html	(from https://plethorathemes.com/healthflex/health-coach/)
18:13:00	27316/27316	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2002%20May%202018%2012:13:39%20GMT	https://plethorathemes.com/healthflex/health-coach/static.olark.com/jsclient/loader.js	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/static.olark.com/jsclient/loader.js	(from https://plethorathemes.com/healthflex/health-coach/)
18:13:00	35175/35175	---MC-	200	added ('OK')	text/javascript	date:Thu,%2012%20Apr%202018%2018:13:11%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/antor/Desktop/web/markethealth.ml/www.google-analytics.com/analytics.js	(from https://plethorathemes.com/healthflex/health-coach/)
18:13:00	580/580	---M-Z	200	added ('OK')	application/javascript	etag:%22244-5692ca7b6f8df-gzip%22	https://plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/_inc/build/photon/photon.min.js?ver=20130122	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/plugins/jetpack/_inc/build/photon/photon.minb3d9.js	(from https://plethorathemes.com/healthflex/health-coach/)
18:13:01	14551/14551	---M-Z	200	added ('OK')	application/javascript	etag:%2238d7-566b2c928f2bf-gzip%22	https://plethorathemes.com/healthflex/health-coach/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.0.1	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/plugins/contact-form-7/includes/js/scripts972f.js	(from https://plethorathemes.com/healthflex/health-coach/)
18:13:01	10411/10411	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225841a56f-52b6%22	https://s0.wp.com/wp-content/js/devicepx-jetpack.js?ver=201818	C:/Users/antor/Desktop/web/markethealth.ml/s0.wp.com/wp-content/js/devicepx-jetpack0d41.js	(from https://plethorathemes.com/healthflex/health-coach/)
18:13:01	303/303	---M-Z	200	added ('OK')	application/javascript	etag:%2212f-52db8abd9d959-gzip%22	https://plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex/includes/core/assets/js/libs/totop/jquery.ui.totop.js?ver=4.9.5	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex/includes/core/assets/js/libs/totop/jquery.ui.totop55fe.js	(from https://plethorathemes.com/healthflex/health-coach/)
18:13:01	40401/40401	---M-Z	200	added ('OK')	application/javascript	etag:%229dd1-52db8abd9c9b9-gzip%22	https://plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex/includes/core/assets/js/libs/owl.carousel.2.0.0-beta.2.4/owl.carousel.min.js?ver=2.4	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex/includes/core/assets/js/libs/owl.carousel.2.0.0-beta.2.4/owl.carousel.min7793.js	(from https://plethorathemes.com/healthflex/health-coach/)
18:13:02	29110/29110	---M-Z	200	added ('OK')	application/javascript	etag:%2271b6-52db898318fb9-gzip%22	https://plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex/assets/js/libs/bootstrap.min.js?ver=4.9.5	C:/Users/antor/Desktop/web/markethealth.ml/plethorathemes.com/healthflex/health-coach/wp-content/themes/healthflex/assets/js/libs/bootstrap.min55fe.js	(from https://plethorathemes.com/healthflex/health-coach/)
